volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
247001,19,1,1848,7,1,32,211,1854,1,1,0,0,0,-1,192,0,0,192,1874,211,540,211,0,210,2,210,3,210,3,210,7,0,26,247002,20,3,1,1,0,1,0
247051,42,1,1844,8,1,190,220,1848,1,8,5,0,0,-1,84,199,123,406,1865,210,0,220,0,210,2,220,2,540,7,650,7,3,21,247052,17,3,1,1,163,0,0
247101,11,1,1856,6,1,190,220,1856,1,6,5,0,0,-1,0,92,76,168,1877,540,0,220,0,220,2,443,2,610,6,213,6,0,21,247102,21,3,1,1,0,0,0
247151,23,1,1848,8,1,239,680,1854,3,8,1,1,0,-1,31,89,36,157,1876,680,610,680,0,680,6,210,3,610,7,321,7,0,27,247152,24,3,3,1,19,0,0
247201,34,1,1841,6,1,190,610,1841,1,6,0,1,0,-1,47,81,119,247,1866,0,211,610,0,211,6,110,6,540,3,610,3,2,24,247202,24,3,1,0,0,1,137
247251,44,3,1840,5,1,230,650,1841,3,5,8,1,0,-1,0,68,58,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247252,-1,-1,-1,-1,-1,-1,-1
247301,28,1,1848,1,1,202,254,1841,1,1,4,0,0,-1,65,77,0,142,1867,0,212,210,0,140,2,212,5,212,6,212,6,1,24,247302,25,3,1,0,0,1,0
247351,2,1,1836,8,3,230,650,-1,-1,-1,0,2,0,-1,0,297,30,327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247352,-1,-1,-1,-1,-1,-1,-1
247401,44,1,1820,6,1,41,234,1828,1,6,1,0,0,-1,57,53,19,129,1849,251,234,234,0,212,2,251,2,210,7,610,7,0,29,247402,25,3,1,1,0,1,0
247451,13,1,1845,8,1,207,240,1864,1,8,1,2,0,-1,0,39,87,126,1880,210,540,210,3,540,4,322,5,210,1,210,2,0,35,247452,41,2,1,1,0,1,0
247501,8,1,1820,6,1,168,213,1834,1,6,5,0,0,-1,31,72,38,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247502,-1,-1,-1,-1,-1,-1,-1
247551,43,3,1851,1,1,190,610,1855,1,1,1,1,0,-1,0,61,87,148,1880,540,0,680,0,150,6,540,2,610,5,610,5,0,28,247552,24,3,1,0,0,0,0
247601,26,1,1838,8,2,190,220,1838,1,8,2,2,0,-1,108,63,119,289,1859,540,210,220,0,220,2,220,2,210,5,215,5,1,21,247602,21,3,1,0,0,0,0
247651,25,1,1833,5,1,190,610,1844,1,2,4,2,0,-1,0,87,58,145,1865,610,210,321,0,240,6,220,3,322,7,610,7,2,31,247652,22,3,1,1,229,1,88
247701,24,1,1805,9,2,239,650,1808,1,9,0,4,0,-1,136,564,0,700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247702,-1,-1,-1,-1,-1,-1,-1
247751,49,3,1841,1,1,239,650,1844,5,9,3,1,0,-1,0,232,58,290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247752,-1,-1,-1,-1,-1,-1,-1
247801,43,1,1841,1,1,230,650,1851,3,1,0,2,0,-1,42,336,356,734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247802,-1,-1,-1,-1,-1,-1,-1
247901,49,3,1845,1,1,238,680,1846,1,1,4,1,0,-1,37,67,14,118,1873,420,0,321,0,120,3,210,6,540,6,210,6,2,27,247902,27,3,1,0,0,0,0
247951,10,2,1831,6,1,238,680,1837,1,6,6,1,0,-1,47,155,125,328,1861,540,210,680,0,540,1,410,2,610,5,430,6,2,30,247952,24,3,1,1,0,1,111
248001,26,1,1858,1,3,210,360,-1,-1,-1,0,0,0,-1,0,0,445,445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248002,-1,-1,-1,-1,-1,-1,-1
248051,49,1,1835,1,1,239,650,1840,1,1,0,2,0,-1,0,152,87,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248052,-1,-1,-1,-1,-1,-1,-1
248101,25,1,1823,9,2,190,610,1822,1,9,4,1,1,3,200,78,40,318,1849,0,0,215,2,540,3,540,7,610,7,210,7,0,26,248102,27,3,1,0,0,0,0
248151,23,4,1842,1,1,360,540,1840,3,2,7,0,0,-1,0,287,0,287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248152,-1,-1,-1,-1,-1,-1,-1
248201,48,2,1839,8,1,360,540,1824,3,8,8,1,0,-1,151,82,0,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248202,-1,-1,-1,-1,-1,-1,-1
248251,21,1,1828,8,1,360,540,1826,2,8,2,2,0,-1,68,110,0,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248252,-1,-1,-1,-1,-1,-1,-1
248301,48,1,1821,1,1,303,411,1832,1,1,1,2,0,-1,0,214,0,214,1846,442,0,232,0,610,5,442,2,442,2,610,6,0,24,248302,23,3,1,1,0,0,0
248351,9,1,1823,6,1,190,220,1843,3,1,0,1,1,2,68,135,42,245,1883,0,0,220,0,112,5,610,5,540,2,110,2,0,60,248352,39,3,1,0,0,0,0
248401,30,1,1812,1,3,360,540,-1,-1,-1,0,1,1,2,77,52,0,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248402,-1,-1,-1,-1,-1,-1,-1
248451,50,1,1844,9,1,190,610,1854,1,9,7,2,0,-1,0,96,87,183,1872,610,610,650,0,610,3,650,3,610,2,610,2,3,28,248452,18,3,1,0,0,1,255
248501,27,1,1825,5,1,230,650,1833,1,1,1,2,0,-1,240,216,0,456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248502,-1,-1,-1,-1,-1,-1,-1
248551,36,3,1844,1,1,190,610,1853,2,1,5,2,0,-1,0,81,38,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248552,-1,-1,-1,-1,-1,-1,-1
248601,36,3,1829,1,1,330,410,1843,1,1,4,2,0,-1,404,510,0,913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248602,-1,-1,-1,-1,-1,-1,-1
248651,15,3,1821,1,1,256,235,1829,1,6,0,4,0,-1,83,216,125,425,1849,0,0,235,0,540,2,322,2,443,6,610,7,0,28,248652,20,3,1,0,0,0,0
248701,21,1,1825,9,1,12,215,1828,1,9,4,2,0,-1,47,57,38,142,1849,540,210,215,0,210,3,610,5,610,7,220,7,0,23,248702,21,3,1,1,0,1,0
248751,17,1,1821,9,1,50,210,1821,1,9,0,1,0,-1,129,11,38,178,1845,310,610,310,0,210,7,610,7,210,7,610,7,0,24,248752,23,3,1,1,0,1,0
248801,22,1,1819,9,1,190,610,1837,1,9,3,1,0,-1,168,49,0,218,1844,610,0,310,1,610,5,610,7,610,7,610,7,0,23,248802,37,3,3,1,0,0,0
248901,22,1,1845,9,1,360,540,1833,1,9,3,0,0,-1,0,119,0,119,1876,215,0,215,0,610,5,210,6,310,6,610,7,0,40,248902,43,2,1,1,0,0,0
248951,36,1,1856,8,2,152,210,1855,1,8,1,2,0,-1,0,210,19,229,1877,110,0,540,0,130,3,610,3,610,6,610,2,0,22,248952,22,3,1,1,283,0,0
249001,49,1,1845,1,1,190,610,1842,1,1,6,3,0,-1,0,92,26,118,1869,0,610,321,0,610,6,321,2,540,2,540,2,2,23,249002,27,3,1,0,0,1,96
249051,21,1,1812,9,1,12,215,1815,6,9,5,0,4,2,149,42,2,193,1832,220,215,215,0,220,1,215,4,610,7,610,7,0,19,249052,18,3,6,1,0,1,0
249101,49,3,1819,8,2,190,610,1826,6,8,1,1,0,-1,0,107,15,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249102,-1,-1,-1,-1,-1,-1,-1
249151,37,3,1827,8,2,81,210,-1,-1,-1,3,1,2,2,79,72,24,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249152,-1,-1,-1,-1,-1,-1,-1
249201,9,1,1822,1,1,190,220,1830,1,1,3,1,0,-1,109,75,34,217,1847,540,540,610,0,540,7,210,7,540,7,540,7,0,24,249202,21,3,1,1,0,1,0
249251,36,1,1819,1,2,360,540,1820,1,1,1,2,2,2,42,168,0,210,1843,240,210,540,0,210,2,240,7,321,7,321,7,0,23,249252,23,3,1,1,0,1,0
249301,36,1,1829,8,1,190,220,1825,1,8,1,1,0,-1,36,64,41,141,1853,210,0,210,0,610,3,210,7,443,7,443,7,0,23,249302,28,3,1,1,0,0,0
249351,36,1,1824,6,2,190,610,1833,1,6,6,3,0,-1,320,146,173,638,1848,420,220,610,0,650,2,430,3,321,7,410,7,0,24,249352,24,3,1,1,0,1,0
249401,28,1,1836,1,1,210,323,1841,2,1,3,1,0,-1,39,44,42,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249402,-1,-1,-1,-1,-1,-1,-1
249451,5,2,1851,1,3,207,240,-1,-1,-1,0,0,0,-1,0,84,87,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249452,-1,-1,-1,-1,-1,-1,-1
249501,15,1,1858,9,3,239,650,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249502,-1,-1,-1,-1,-1,-1,-1
249551,50,3,1833,9,1,168,213,1838,3,9,3,3,0,-1,31,42,54,127,1857,213,0,213,0,210,7,260,7,610,7,610,7,1,24,249552,31,3,2,0,0,0,0
249601,7,2,1841,3,2,239,650,-1,-1,-1,1,1,1,2,0,68,58,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249602,-1,-1,-1,-1,-1,-1,-1
249651,43,1,1811,1,1,360,540,1822,1,6,1,2,1,2,0,119,0,119,1844,0,610,130,0,322,2,610,5,610,5,322,5,0,32,249652,22,3,1,0,0,1,0
249701,23,1,1840,6,3,239,650,-1,-1,-1,0,0,0,-1,0,261,87,348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249702,-1,-1,-1,-1,-1,-1,-1
249751,33,1,1824,1,1,102,110,1829,1,7,5,2,1,2,106,295,259,659,1859,110,610,110,0,540,2,360,2,540,5,650,5,2,34,249752,29,3,1,1,150,1,73
249801,33,1,1825,2,1,300,410,1844,1,2,1,1,0,-1,63,98,119,281,1875,0,0,410,0,120,5,120,5,323,5,410,7,0,39,249802,31,3,1,0,0,0,0
249851,42,1,1845,6,1,224,120,1849,4,1,5,0,0,-1,83,262,799,1144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249852,-1,-1,-1,-1,-1,-1,-1
249901,42,3,1853,5,1,255,232,1854,3,6,1,3,0,-1,83,242,26,350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249902,-1,-1,-1,-1,-1,-1,-1
249951,49,1,1844,2,1,238,680,1853,1,5,3,2,0,-1,0,112,26,138,1875,0,0,680,0,540,5,540,5,680,2,410,5,0,31,249952,22,3,1,0,0,0,0
