rij,cel,obs,pop,,,,,
196,Q196,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q196-h,52,,,,,
197,Q197,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q197-h,1,,,,,
198,Q198,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q198-h,1,,,,,
200,Q200,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q200-h,98,,,,,
202,Q202,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q202-h,46,,,,,
205,Q205,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q205-h,1,,,,,
206,Q206,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q206-h,46,,,,,
207,Q207,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q207-h,1,,,,,
209,Q209,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q209-h,54,,,,,
211,Q211,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q211-h,69,,,,,
212,Q212,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q212-h,19,,,,,
213,Q213,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q213-h,14,,,,,
216,Q216,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q216-h,41,,,,,
219,Q219,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q219-h,210,,,,,
220,Q220,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q220-h,62,,,,,
222,Q222,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q222-h,43,,,,,
223,Q223,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q223-h,422,,,,,
225,Q225,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q225-h,2,,,,,
227,Q227,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q227-h,136,,,,,
69,Q69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q69-h,29,,,,,
70,Q70,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q70-h,1,,,,,
71,Q71,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q71-h,2,,,,,
72,Q72,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q72-h,22,,,,,
73,Q73,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q73-h,39,,,,,
76,Q76,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q76-h,23,,,,,
78,Q78,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q78-h,34,,,,,
80,Q80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q80-h,15,,,,,
81,Q81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q81-h,32,,,,,
82,Q82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q82-h,40,,,,,
83,Q83,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q83-h,35,,,,,
85,Q85,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q85-h,49,,,,,
87,Q87,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q87-h,73,,,,,
88,Q88,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q88-h,2,,,,,
90,Q90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q90-h,38,,,,,
91,Q91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q91-h,24,,,,,
92,Q92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q92-h,31,,,,,
96,Q96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q96-h,1,,,,,
97,Q97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q97-h,8,,,,,
99,Q99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-Q99-h,5,,,,,
100,R100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R100-h,2388,,,,,
101,R101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R101-h,2059,,,,,
102,R102,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R102-h,375,,,,,
103,R103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R103-h,8658,,,,,
104,R104,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R104-h,80,,,,,
105,R105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R105-h,210,,,,,
106,R106,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R106-h,273,,,,,
107,R107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R107-h,115,,,,,
108,R108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R108-h,51,,,,,
109,R109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R109-h,67,,,,,
110,R110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R110-h,329,,,,,
111,R111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R111-h,4110,,,,,
112,R112,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R112-h,0,,,,,
113,R113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R113-h,2,,,,,
114,R114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R114-h,80,,,,,
115,R115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R115-h,122,,,,,
116,R116,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R116-h,2618,,,,,
117,R117,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R117-h,29,,,,,
118,R118,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R118-h,22,,,,,
119,R119,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R119-h,155,,,,,
120,R120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R120-h,163,,,,,
121,R121,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R121-h,13,,,,,
122,R122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R122-h,1,,,,,
123,R123,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R123-h,0,,,,,
124,R124,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R124-h,197,,,,,
125,R125,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R125-h,0,,,,,
126,R126,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R126-h,61,,,,,
127,R127,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R127-h,53,,,,,
128,R128,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R128-h,2,,,,,
129,R129,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R129-h,39,,,,,
130,R130,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R130-h,1,,,,,
131,R131,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R131-h,1,,,,,
132,R132,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R132-h,15,,,,,
133,R133,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R133-h,1,,,,,
134,R134,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R134-h,4710,,,,,
135,R135,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R135-h,2393,,,,,
136,R136,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R136-h,0,,,,,
137,R137,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R137-h,0,,,,,
138,R138,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R138-h,77,,,,,
139,R139,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R139-h,1623,,,,,
140,R140,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R140-h,3271,,,,,
141,R141,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R141-h,0,,,,,
142,R142,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R142-h,0,,,,,
143,R143,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R143-h,2893,,,,,
144,R144,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R144-h,24,,,,,
145,R145,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R145-h,0,,,,,
146,R146,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R146-h,0,,,,,
147,R147,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R147-h,0,,,,,
148,R148,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R148-h,0,,,,,
149,R149,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R149-h,2148,,,,,
150,R150,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R150-h,1,,,,,
151,R151,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R151-h,2,,,,,
152,R152,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R152-h,3,,,,,
153,R153,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R153-h,10,,,,,
154,R154,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R154-h,3276,,,,,
155,R155,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R155-h,0,,,,,
156,R156,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R156-h,2718,,,,,
157,R157,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R157-h,0,,,,,
158,R158,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R158-h,3596,,,,,
159,R159,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R159-h,0,,,,,
160,R160,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R160-h,1,,,,,
161,R161,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R161-h,2,,,,,
162,R162,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R162-h,194,,,,,
163,R163,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R163-h,2389,,,,,
164,R164,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R164-h,128,,,,,
165,R165,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R165-h,3362,,,,,
166,R166,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R166-h,91,,,,,
167,R167,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R167-h,0,,,,,
168,R168,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R168-h,1831,,,,,
169,R169,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R169-h,18,,,,,
170,R170,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R170-h,48,,,,,
171,R171,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R171-h,1669,,,,,
172,R172,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R172-h,42,,,,,
173,R173,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R173-h,25,,,,,
174,R174,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R174-h,0,,,,,
175,R175,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R175-h,0,,,,,
176,R176,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R176-h,0,,,,,
177,R177,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R177-h,1857,,,,,
178,R178,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R178-h,67,,,,,
179,R179,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R179-h,1,,,,,
180,R180,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R180-h,1,,,,,
181,R181,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R181-h,23,,,,,
182,R182,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R182-h,969,,,,,
183,R183,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R183-h,0,,,,,
184,R184,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R184-h,9,,,,,
185,R185,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R185-h,0,,,,,
186,R186,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R186-h,2794,,,,,
187,R187,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R187-h,0,,,,,
188,R188,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R188-h,0,,,,,
189,R189,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R189-h,0,,,,,
190,R190,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R190-h,3946,,,,,
191,R191,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R191-h,10,,,,,
192,R192,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R192-h,0,,,,,
193,R193,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R193-h,4808,,,,,
194,R194,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R194-h,0,,,,,
195,R195,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R195-h,2,,,,,
196,R196,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R196-h,4822,,,,,
197,R197,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R197-h,10,,,,,
198,R198,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R198-h,0,,,,,
199,R199,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R199-h,0,,,,,
200,R200,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R200-h,7718,,,,,
201,R201,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R201-h,87,,,,,
202,R202,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R202-h,876,,,,,
203,R203,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R203-h,0,,,,,
204,R204,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R204-h,15,,,,,
205,R205,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R205-h,0,,,,,
206,R206,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R206-h,1740,,,,,
207,R207,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R207-h,56,,,,,
208,R208,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R208-h,0,,,,,
209,R209,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R209-h,2532,,,,,
210,R210,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R210-h,0,,,,,
211,R211,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R211-h,4838,,,,,
212,R212,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R212-h,1445,,,,,
213,R213,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R213-h,897,,,,,
214,R214,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R214-h,30,,,,,
215,R215,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R215-h,42,,,,,
216,R216,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R216-h,2429,,,,,
217,R217,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R217-h,26,,,,,
218,R218,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R218-h,1,,,,,
219,R219,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R219-h,7633,,,,,
220,R220,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R220-h,3604,,,,,
221,R221,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R221-h,79,,,,,
222,R222,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R222-h,663,,,,,
223,R223,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R223-h,1081,,,,,
225,R225,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R225-h,263,,,,,
227,R227,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R227-h,229,,,,,
229,R229,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R229-h,0,,,,,
68,R68,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R68-h,14,,,,,
69,R69,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R69-h,1748,,,,,
70,R70,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R70-h,74,,,,,
71,R71,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R71-h,28,,,,,
72,R72,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R72-h,1011,,,,,
73,R73,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R73-h,2801,,,,,
74,R74,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R74-h,0,,,,,
75,R75,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R75-h,9,,,,,
76,R76,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R76-h,1268,,,,,
77,R77,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R77-h,76,,,,,
78,R78,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R78-h,1258,,,,,
79,R79,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R79-h,0,,,,,
80,R80,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R80-h,1239,,,,,
81,R81,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R81-h,1382,,,,,
82,R82,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R82-h,2539,,,,,
83,R83,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R83-h,2220,,,,,
84,R84,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R84-h,52,,,,,
85,R85,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R85-h,2653,,,,,
86,R86,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R86-h,0,,,,,
87,R87,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R87-h,3128,,,,,
88,R88,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R88-h,154,,,,,
89,R89,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R89-h,0,,,,,
90,R90,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R90-h,2330,,,,,
91,R91,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R91-h,2577,,,,,
92,R92,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R92-h,2932,,,,,
93,R93,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R93-h,9,,,,,
94,R94,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R94-h,3,,,,,
95,R95,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R95-h,75,,,,,
96,R96,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R96-h,210,,,,,
97,R97,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R97-h,2381,,,,,
98,R98,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R98-h,22,,,,,
99,R99,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-R99-h,1907,,,,,
100,S100,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S100-h,2513,,,,,
101,S101,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S101-h,2143,,,,,
102,S102,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S102-h,4,,,,,
103,S103,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S103-h,8699,,,,,
104,S104,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S104-h,0,,,,,
105,S105,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S105-h,0,,,,,
106,S106,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S106-h,0,,,,,
107,S107,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S107-h,0,,,,,
108,S108,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S108-h,2,,,,,
109,S109,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S109-h,4,,,,,
110,S110,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S110-h,91,,,,,
111,S111,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S111-h,4645,,,,,
112,S112,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S112-h,47,,,,,
113,S113,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S113-h,15,,,,,
114,S114,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S114-h,173,,,,,
115,S115,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S115-h,14,,,,,
116,S116,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S116-h,3277,,,,,
117,S117,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S117-h,37,,,,,
118,S118,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S118-h,77,,,,,
119,S119,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S119-h,221,,,,,
120,S120,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S120-h,156,,,,,
121,S121,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S121-h,13,,,,,
122,S122,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S122-h,34,,,,,
123,S123,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S123-h,32,,,,,
124,S124,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S124-h,595,,,,,
125,S125,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S125-h,13,,,,,
126,S126,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S126-h,71,,,,,
127,S127,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S127-h,91,,,,,
128,S128,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S128-h,17,,,,,
129,S129,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S129-h,11,,,,,
130,S130,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S130-h,7,,,,,
131,S131,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S131-h,18,,,,,
132,S132,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S132-h,8,,,,,
133,S133,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S133-h,1,,,,,
134,S134,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S134-h,5913,,,,,
135,S135,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S135-h,3133,,,,,
136,S136,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S136-h,30,,,,,
137,S137,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S137-h,13,,,,,
138,S138,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S138-h,5,,,,,
139,S139,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S139-h,2163,,,,,
140,S140,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S140-h,4294,,,,,
141,S141,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S141-h,19,,,,,
142,S142,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S142-h,21,,,,,
143,S143,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S143-h,3593,,,,,
144,S144,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S144-h,36,,,,,
145,S145,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S145-h,25,,,,,
146,S146,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S146-h,16,,,,,
147,S147,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S147-h,23,,,,,
148,S148,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S148-h,8,,,,,
149,S149,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S149-h,2803,,,,,
150,S150,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S150-h,56,,,,,
151,S151,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S151-h,31,,,,,
152,S152,http://lod.cedar-project.nl:8888/cedar/resource/VT_1879_09_H1-S0-S152-h,48,,,,,
