,caswgt,volgnr1y,buurty,huisnry,lftmy,gebplmy,bersmy,berpmy,aboeky,relimy,bsmy,lftvy,relivy,gebplvy,nrkindy,nrbodey,nrhgy,relhfdy,grondbly,pbly,patbly,jrhu1y,bervamy,bervavy,bermhuy,bergt1y,relgt1y,bergt2y,relgt2y,bergt3y,relgt3y,bergt4y,relgt4y,hulftmy,hulftvy,volgnr2y,bsvy,gebplv1y,jrhu2y,bervam2y,bervav2y,bermhu2y,bergt12y,relgt12y,bergt22y,relgt22y,bergt32y,relgt32y,bergt42y,relgt42y,hulftm2y,hulftv2y,bsv2y,gebplv2y,jrhu3y,bervam3y,bervav3y,bermhu3y,bergt13y,relgt13y,bergt23y,relgt23y,bergt33y,relgt33y,bergt43y,relgt43y,hulftm3y,hulftv3y,bsv3y,gebplv3y,tot3bly,grblgy,pblgy,patblgy,omvhhy,berpm00y,berpm0y,totbly,lftklasy,occupationalTitleDeVries,hisco,ordering,district,label,wkt,concat1854,locatiepunt,straat1909,nr1909,tvg1909,buurt1876,straat1876,steeg1876,nr1876,tvg1876,buurt1853,nr1853,tvg1853,concat1853,sectie1832,perceelnr1832,tvg1832,concat1832,WKT,nummer
547,1,127651,X,648,48,Amsterdam,TUSSENHANDEL,commissionair,als in bev.register,Nederlands Hervormd,ongehuwd,-1,-1,-1,0,1,2,ander familielid,43,110,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,179,3,5,3,4,6,65,2,4,commissionair,42230,23,https://adamlink.nl/geo/district/buurt-x/127,X,"POLYGON((4.889485 52.367234,4.890137 52.367129,4.891595 52.366924,4.893014 52.366877,4.893521 52.366977,4.895835 52.366326,4.895825 52.36613,4.895997 52.363397,4.892446 52.363845,4.889451 52.364267,4.886428 52.365963,4.88795 52.36668,4.889485 52.367234))",X648,17660.0,,,,x,Vijzelstraat,,549.0,,x,648.0,,X648,i,1083.0,,i1083,POINT (121128.165221911 486401.810828236),17660.0
548,1,127701,SS,341,46,Amsterdam,TUSSENHANDEL,makelaar,als in bev.register,Nederlands Hervormd,gehuwd,45,Nederlands Hervormd,Amsterdam,2,1,0,-1,84,148,146,1834,makelaar,onderwijzer,zonder,makelaar,vader man,onderwijzer,vader vrouw,commissionair,geen familie,ambtenaar,geen familie,27,25,127702,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,378,4,5,5,5,6,68,3,4,makelaar,44100,43,https://adamlink.nl/geo/district/buurt-ss/118,SS,"POLYGON((4.888458 52.380482,4.889932 52.379655,4.894279 52.378804,4.891379 52.376365,4.886251 52.378083,4.888458 52.380482))",SS341,7010.0,,,,ss,Keizersgracht,,25.0,,ss,341.0,,SS341,d,5731.0,,d5731,POINT (121125.28451779 488012.516186066),7010.0
549,1,127751,AA,404,41,Amsterdam,360,zonder,anders dan bev.reg.,Hersteld Luthers,gehuwd,39,Hersteld Luthers,Amsterdam,5,1,0,-1,107,43,0,1841,winkelier,bakker,zonder,zonder,geen familie,zonder,geen familie,koopman,geen familie,zonder,geen familie,29,26,127752,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,5,3,1,8,5,54,2,4,zonder,-2,26,https://adamlink.nl/geo/district/buurt-aa/128,AA,"POLYGON((4.895997 52.363397,4.89626 52.359737,4.896386 52.35945,4.896808 52.359165,4.897377 52.359047,4.897528 52.358791,4.897701 52.357581,4.895814 52.357672,4.89464 52.357901,4.893378 52.358296,4.892399 52.358692,4.891632 52.358862,4.890424 52.358812,4.891657 52.362207,4.891854 52.362174,4.892446 52.363845,4.895997 52.363397))",AA404,18838.0,,,,aa,Noorderstraat,,76.0,,aa,404.0,,AA404,i,3529.0,,i3529,POINT (121479.629237294 486013.226992819),18838.0
550,1,127801,JJ,515,49,Gelderland steden,VOEDINGS EN GENOTMID,bakker,als in bev.register,Rooms Katholiek,gehuwd,46,Rooms Katholiek,Amsterdam,2,3,0,-1,71,63,27,1833,vader overleden,vader overleden,bakker,ambachtsman,broer/zwager man,winkelier,broer/zwager man,winkelier,geen familie,ambachtsman,geen familie,29,26,127802,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,4,4,3,7,2,21,2,4,bakker,77610,34,https://adamlink.nl/geo/district/buurt-jj/122,JJ,"POLYGON((4.88668 52.367613,4.886767 52.368804,4.887838 52.368759,4.888607 52.368031,4.889485 52.367234,4.88795 52.36668,4.881141 52.363469,4.880811 52.36372,4.880434 52.363794,4.880101 52.363781,4.879603 52.363715,4.879151 52.363808,4.878877 52.364116,4.878861 52.364407,4.879006 52.364679,4.879138 52.364934,4.880356 52.365136,4.880817 52.3653,4.880766 52.365459,4.88668 52.367613))",JJ515,16202.0,,,,ii,Singel,,414.0,,ii,515.0,,JJ515,f,102.0,,f102,POINT (120964.569510685 486869.34047191),16202.0
551,1,127851,TT,153,52,Amsterdam,243,factor,als in bev.register,Nederlands Hervormd,gehuwd,50,Nederlands Hervormd,Amsterdam,6,1,1,ouder,0,106,28,1826,werklieden,factor,kantoorbediende,werklieden,vader man,koopman,geen familie,timmerman,geen familie,stadhuisambtenaar,stadhuisambtenaar,25,22,127852,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,1,5,3,10,6,69,2,5,factor,-1,44,https://adamlink.nl/geo/district/buurt-tt/105,TT,"POLYGON((4.888458 52.380482,4.890866 52.38329,4.891042 52.388538,4.891546 52.388752,4.891191 52.389573,4.890855 52.389832,4.89023 52.389943,4.890056 52.390039,4.890237 52.390485,4.891095 52.390391,4.891702 52.390175,4.891977 52.389881,4.893515 52.385879,4.894132 52.385919,4.894378 52.384878,4.89407 52.384756,4.894266 52.383798,4.894121 52.383579,4.89431 52.383202,4.897594 52.380814,4.896846 52.380396,4.894279 52.378804,4.889932 52.379655,4.888458 52.380482))",TT153,6236.0,,,,tt,Brouwersgracht,,120.0,,tt,153.0,,TT153,d,5914.0,,d5914,POINT (121125.131677053 488144.485635041),6236.0
552,1,127901,A,138,55,Amsterdam,TUSSENHANDEL,makelaar,als in bev.register,Nederlands Hervormd,gehuwd,50,Hersteld Luthers,Amsterdam,0,1,0,-1,48,69,35,1821,vrij beroep,vader overleden,kantoorbediende,vrij beroep,vader man,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,stadhuisambtenaar,22,18,127902,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,3,4,3,3,6,68,2,5,makelaar,44100,1,https://adamlink.nl/geo/district/buurt-a/134,A,"POLYGON((4.895855 52.371864,4.895271 52.371391,4.894734 52.370853,4.894484 52.370044,4.894281 52.369432,4.894215 52.369292,4.893864 52.369211,4.892829 52.369146,4.892234 52.369078,4.892263 52.369256,4.89251 52.370276,4.893131 52.372128,4.893478 52.372565,4.893517 52.372645,4.894015 52.372543,4.894013 52.372443,4.895855 52.371864))",A138,5657.0,,,,A,Oudezijds Voorburgwal,,288.0,,A,138.0,,A138,G,1418.0,,G1418,POINT (121446.189773564 487119.525660936),5657.0
553,1,127951,A,64,31,Amsterdam,BOUWBEDRIJVEN,ambachtsman,als in bev.register,Evangelisch Luthers,gehuwd,40,Evangelisch Luthers,Amsterdam,0,1,3,ander familielid,94,51,18,1850,zonder,vader overleden,ambachtsman,240,broer/zwager man,apotheker,broer/zwager vrouw,ambachtsman,oom/neef man,winkelier,geen familie,28,37,127952,weduwe,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,163,4,4,2,6,2,21,2,3,ambachtsman,99999,1,https://adamlink.nl/geo/district/buurt-a/134,A,"POLYGON((4.895855 52.371864,4.895271 52.371391,4.894734 52.370853,4.894484 52.370044,4.894281 52.369432,4.894215 52.369292,4.893864 52.369211,4.892829 52.369146,4.892234 52.369078,4.892263 52.369256,4.89251 52.370276,4.893131 52.372128,4.893478 52.372565,4.893517 52.372645,4.894015 52.372543,4.894013 52.372443,4.895855 52.371864))",A64,5583.0,,,,A,Grimburgwal,,13.0,,A,64.0,,A64,G,1497.0,,G1497,POINT (121395.378573955 486947.982211866),5583.0
554,1,128001,V,98,45,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Hersteld Luthers,gehuwd,48,Hersteld Luthers,West-Duitsland,1,1,1,ander familielid,35,52,47,1836,commissionair,vader overleden,240,wijnkoopman,oom/neef vrouw,koopman,geen familie,drogist,geen familie,zonder,geen familie,28,30,128002,ongehuwd,West-Duitsland,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,3,4,3,5,2,24,2,4,240,-1,21,https://adamlink.nl/geo/district/buurt-v/147,V,"POLYGON((4.916765 52.362358,4.916692 52.363346,4.906246 52.366815,4.904175 52.3676,4.904982 52.367943,4.905266 52.36831,4.905425 52.368586,4.9097 52.370234,4.910324 52.370124,4.910674 52.370197,4.910897 52.370103,4.910657 52.369528,4.922303 52.365754,4.92109 52.365017,4.922991 52.364881,4.922906 52.36476,4.922667 52.364019,4.922337 52.363724,4.92108 52.363658,4.920315 52.363633,4.919764 52.363313,4.919277 52.362677,4.918935 52.362396,4.918272 52.36213,4.917408 52.362194,4.916765 52.362358))",V98,25976.0,,,,v,Fransche Laan,,6.0,,v,98.0,,V98,h,,,h,POINT (122530.04541099 486765.332722466),25976.0
555,1,128051,G,387,51,Amsterdam,VERKEERSWEZEN,240,als in bev.register,Rooms Katholiek,gehuwd,38,Rooms Katholiek,Amsterdam,7,0,0,-1,111,26,38,1833,vader overleden,vader overleden,werklieden,ambtenaar,broer/zwager man,ambtenaar,geen familie,landbouwer,oom/neef vrouw,kantoorbediende,geen familie,30,20,128052,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,175,5,3,3,9,2,24,2,5,240,-1,7,https://adamlink.nl/geo/district/buurt-g/120,G,"POLYGON((4.888539 52.372223,4.888793 52.373206,4.889333 52.37453,4.892202 52.377058,4.893952 52.376685,4.894007 52.376489,4.891951 52.375108,4.890829 52.373887,4.890558 52.373282,4.890619 52.372546,4.889522 52.372247,4.888825 52.372173,4.888539 52.372223))",G387,2255.0,Torensteeg,6.0,,G,Torensteeg,,6.0,,G,387.0,,G387,F,1283.0,,F1283,POINT (121141.827010184 487521.31510858),2255.0
556,1,128101,KK,419,34,Amsterdam,260,onderwijzer,als in bev.register,Nederlands Hervormd,gehuwd,33,Hersteld Luthers,Amsterdam,3,3,0,-1,92,97,26,1845,onderwijzer,vader overleden,onderwijzer,ambachtsman,oom/neef vrouw,koopman,geen familie,commissionair,geen familie,zonder,geen familie,25,20,128102,ongehuwd,Amsterdam,1850,onderwijzer,vader overleden,onderwijzer,onderwijzer,vader man,ambachtsman,oom/neef vrouw,makelaar,2,zonder,broer/zwager vrouw,30,29,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,215,4,4,3,8,4,42,3,3,onderwijzer,13200,35,https://adamlink.nl/geo/district/buurt-kk/115,KK,"POLYGON((4.882941 52.372422,4.888539 52.372223,4.887838 52.368759,4.886767 52.368804,4.882657 52.368947,4.882838 52.371115,4.882941 52.372422))",KK419,12927.0,,,,kk,Keizersgracht,,318.0,,kk,419.0,,KK419,e,3339.0,,e3339,POINT (120749.074586935 487043.409560456),12927.0
557,1,128151,M,152,33,Amsterdam,320,ambtenaar,als in bev.register,Nederlands Hervormd,gehuwd,30,Waals Hervormd,Amsterdam,4,3,0,-1,0,199,0,1845,vader overleden,vader overleden,ambtenaar,koopman,broer/zwager man,455,broer/zwager man,advocaat,broer/zwager vrouw,fabrikanten,broer/zwager vrouw,24,21,128152,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,199,1,5,1,9,4,41,2,3,ambtenaar,30000,12,https://adamlink.nl/geo/district/buurt-m/132,M,"POLYGON((4.901754 52.378598,4.903181 52.378138,4.902204 52.376096,4.901252 52.37424,4.900615 52.374425,4.90029 52.374527,4.8996 52.374724,4.89918 52.374824,4.897994 52.375261,4.897884 52.375194,4.897057 52.375528,4.898727 52.376796,4.901754 52.378598))",M152,21.0,Prins Hendrikkade,73.0,,M,Oude Teertuinen,,15.0,,M,152.0,,M152,G,415.0,,G415,POINT (121875.641807892 487745.739841271),21.0
558,1,128201,C,103,45,Amsterdam,WARENHANDEL,winkelier,als in bev.register,Ned. Israelitisch,gehuwd,44,Ned. Israelitisch,Amsterdam,1,2,1,ander familielid,129,72,65,1835,vader overleden,koopman,koopman,koopman,vader vrouw,koopman,broer/zwager vrouw,zonder,geen familie,vrij beroep,geen familie,27,26,128202,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,266,5,4,4,6,2,22,3,4,winkelier,41030,3,https://adamlink.nl/geo/district/buurt-c/141,C,"POLYGON((4.900106 52.372517,4.900397 52.372436,4.900723 52.372217,4.901212 52.370906,4.901358 52.370555,4.901539 52.370337,4.901948 52.370135,4.901598 52.37002,4.900876 52.369511,4.898259 52.367379,4.896161 52.367484,4.895434 52.367454,4.898741 52.371036,4.900106 52.372517))",C103,19722.0,,,,c,Sint Anthoniebreestraat,,84.0,,c,103.0,,C103,g,3095.0,,g3095,POINT (121859.839732045 487033.086666947),19722.0
559,1,128351,X,45,52,Amsterdam,WARENHANDEL,tabakswinkelier,als in bev.register,Nederlands Hervormd,gehuwd,49,Hersteld Luthers,Amsterdam,4,0,0,-1,47,54,50,1825,werklieden,ambachtsman,winkelier,werklieden,vader man,ambachtsman,vader vrouw,boekhouder,broer/zwager man,ambachtsman,geen familie,23,21,128352,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,3,4,4,6,2,22,2,5,tabakswinkelier,41030,23,https://adamlink.nl/geo/district/buurt-x/127,X,"POLYGON((4.889485 52.367234,4.890137 52.367129,4.891595 52.366924,4.893014 52.366877,4.893521 52.366977,4.895835 52.366326,4.895825 52.36613,4.895997 52.363397,4.892446 52.363845,4.889451 52.364267,4.886428 52.365963,4.88795 52.36668,4.889485 52.367234))",X45,17046.0,,,,x,Singel,,566.0,,x,45.0,,X45,i,177.0,,i177,POINT (121378.308707409 486658.51391092),17046.0
560,1,128401,D,118,51,Groningen steden,WARENHANDEL,winkelier,als in bev.register,Nederlands Hervormd,gehuwd,50,Nederlands Hervormd,Amsterdam,5,1,2,ander familielid,98,115,15,1832,winkelier,winkelier,artistiek beroep,winkelier,vader man,winkelier,vader vrouw,ambtenaar,geen familie,commissionair,broer/zwager vrouw,30,29,128402,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228,4,5,2,10,2,22,3,5,winkelier,41030,4,https://adamlink.nl/geo/district/buurt-d/131,D,"POLYGON((4.892234 52.369078,4.892267 52.368814,4.893863 52.367341,4.893521 52.366977,4.893014 52.366877,4.891595 52.366924,4.890137 52.367129,4.889485 52.367234,4.888607 52.368031,4.889363 52.368755,4.890971 52.36896,4.892234 52.369078))",D118,5285.0,,,,D,Kalverstraat,,166.0,,D,118.0,,D118,F,3106.0,,F3106,POINT (121218.761741796 486847.931588506),5285.0
561,1,128451,W,459,33,Amsterdam,360,zonder,als in bev.register,Ned. Israelitisch,gehuwd,32,Ned. Israelitisch,Z-Holl. steden,0,2,0,-1,0,176,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,1,5,1,4,5,54,2,3,zonder,-2,22,https://adamlink.nl/geo/district/buurt-w/143,W,"POLYGON((4.901114 52.36579,4.906246 52.366815,4.916692 52.363346,4.916765 52.362358,4.916407 52.362318,4.915966 52.362113,4.915623 52.361855,4.915231 52.361612,4.914593 52.361345,4.914 52.361373,4.913358 52.361506,4.912542 52.361624,4.91205 52.361576,4.911595 52.361393,4.911278 52.36109,4.911071 52.360795,4.910802 52.360612,4.910322 52.360542,4.909717 52.360623,4.909234 52.360772,4.908519 52.360769,4.908027 52.360631,4.907537 52.360342,4.907209 52.359888,4.906424 52.359462,4.904997 52.359182,4.901769 52.364479,4.901114 52.36579))",W459,25588.0,,,,w,Nieuwe Keizersgracht,,14.0,,w,459.0,,W459,h,3817.0,,h3817,POINT (122050.047241442 486404.567497746),25588.0
562,1,128501,TT,477,73,Amsterdam,WARENHANDEL,koopman,als in bev.register,Evangelisch Luthers,gehuwd,53,Evangelisch Luthers,Amsterdam,5,2,0,-1,86,60,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,175,4,4,3,9,6,61,2,7,koopman,41025,44,https://adamlink.nl/geo/district/buurt-tt/105,TT,"POLYGON((4.888458 52.380482,4.890866 52.38329,4.891042 52.388538,4.891546 52.388752,4.891191 52.389573,4.890855 52.389832,4.89023 52.389943,4.890056 52.390039,4.890237 52.390485,4.891095 52.390391,4.891702 52.390175,4.891977 52.389881,4.893515 52.385879,4.894132 52.385919,4.894378 52.384878,4.89407 52.384756,4.894266 52.383798,4.894121 52.383579,4.89431 52.383202,4.897594 52.380814,4.896846 52.380396,4.894279 52.378804,4.889932 52.379655,4.888458 52.380482))",TT477,6568.0,,,,tt,Haarlemmerstraat,,124.0,,tt,477.0,,TT477,d,6329.0,,d6329,POINT (121168.328318973 488243.486211552),6568.0
563,1,128551,X,464,58,Amsterdam,360,zonder,als in bev.register,Waals Hervormd,gehuwd,59,Waals Hervormd,Amsterdam,0,3,3,ander familielid,75,352,87,1825,rechter,vader overleden,ambtenaar,rechter,vader man,advocaat,broer/zwager man,koopman,oom/neef vrouw,zonder,broer/zwager vrouw,30,31,128552,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,514,4,6,4,8,5,54,4,5,zonder,-2,23,https://adamlink.nl/geo/district/buurt-x/127,X,"POLYGON((4.889485 52.367234,4.890137 52.367129,4.891595 52.366924,4.893014 52.366877,4.893521 52.366977,4.895835 52.366326,4.895825 52.36613,4.895997 52.363397,4.892446 52.363845,4.889451 52.364267,4.886428 52.365963,4.88795 52.36668,4.889485 52.367234))",X464,17476.0,,,,x,Heerengracht,,484.0,,x,464.0,,X464,i,1032.0,,i1032,POINT (121287.026098569 486462.579698223),17476.0
564,1,128601,CC,20,43,Amsterdam,WARENHANDEL,drogist,als in bev.register,Evangelisch Luthers,gehuwd,43,Nederlands Hervormd,Amsterdam,3,1,0,-1,63,65,38,1841,drogist,kruidenier,zonder,drogist,vader man,kruidenier,vader vrouw,zonder,broer/zwager man,zonder,broer/zwager vrouw,30,31,128602,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,166,4,4,3,6,2,22,2,4,drogist,41030,28,https://adamlink.nl/geo/district/buurt-cc/125,CC,"POLYGON((4.881141 52.363469,4.886428 52.365963,4.889451 52.364267,4.887952 52.362607,4.887767 52.362674,4.886845 52.36156,4.886772 52.361492,4.886631 52.361399,4.88637 52.361264,4.886167 52.361116,4.885228 52.360338,4.884879 52.360676,4.884723 52.361209,4.884438 52.361467,4.883967 52.361699,4.883473 52.361727,4.882573 52.361716,4.881868 52.361883,4.881719 52.362022,4.881617 52.362259,4.881614 52.362516,4.881593 52.362772,4.88156 52.362984,4.881366 52.363269,4.881141 52.363469))",CC20,16228.0,,,,cc,Leidschestraat,,73.0,,cc,20.0,,CC20,i,1971.0,,i1971,POINT (120795.672363845 486487.888098586),16228.0
565,1,128651,D,217,30,Amsterdam,CHEM BEDR,apotheker,als in bev.register,Nederlands Hervormd,gehuwd,36,Evangelisch Luthers,Amsterdam,4,1,0,-1,52,92,8,1847,vader overleden,vader overleden,drogist,ambachtsman,broer/zwager man,ambachtsman,broer/zwager man,zonder,geen familie,winkelier,geen familie,24,30,128652,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,4,4,2,7,2,23,2,3,apotheker,6710,4,https://adamlink.nl/geo/district/buurt-d/131,D,"POLYGON((4.892234 52.369078,4.892267 52.368814,4.893863 52.367341,4.893521 52.366977,4.893014 52.366877,4.891595 52.366924,4.890137 52.367129,4.889485 52.367234,4.888607 52.368031,4.889363 52.368755,4.890971 52.36896,4.892234 52.369078))",D217,5387.0,,,,D,Heiligenweg,,37.0,,D,217.0,,D217,F,3243.0,,F3243,POINT (121186.86340021 486749.632302401),5387.0
566,1,128701,X,16,33,Amsterdam,BOUWBEDRIJVEN,"timmerman, makelaar",als in bev.register,Rooms Katholiek,gehuwd,30,Rooms Katholiek,Amsterdam,4,2,0,-1,114,71,62,1846,vader overleden,kruidenier,makelaar,ambachtsman,oom/neef man,winkelier,oom/neef man,cargadoors,oom/neef man,kruidenier,broer/zwager vrouw,26,22,128702,ongehuwd,Amsterdam,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247,5,4,4,8,2,21,3,3,"timmerman, makelaar",95410,23,https://adamlink.nl/geo/district/buurt-x/127,X,"POLYGON((4.889485 52.367234,4.890137 52.367129,4.891595 52.366924,4.893014 52.366877,4.893521 52.366977,4.895835 52.366326,4.895825 52.36613,4.895997 52.363397,4.892446 52.363845,4.889451 52.364267,4.886428 52.365963,4.88795 52.36668,4.889485 52.367234))",X16,17016.0,,,,x,Singel,,508.0,,x,16.0,,X16,i,43.0,,i43,POINT (121183.483730604 486660.241294643),17016.0
567,1,128751,AA,14,44,Z-Holl. steden,VERZEKERINGSWEZEN,assuradeurs,als in bev.register,Nederlands Hervormd,gehuwd,50,Nederlands Hervormd,randgemeenten,3,4,0,-1,187,733,237,1831,rechter,assuradeurs,particulier,rechter,vader man,assuradeurs,vader vrouw,hoogleraar,geen familie,assuradeurs,broer/zwager vrouw,21,28,128752,ongehuwd,randgemeenten,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1157,5,6,5,9,1,12,5,4,assuradeurs,44120,26,https://adamlink.nl/geo/district/buurt-aa/128,AA,"POLYGON((4.895997 52.363397,4.89626 52.359737,4.896386 52.35945,4.896808 52.359165,4.897377 52.359047,4.897528 52.358791,4.897701 52.357581,4.895814 52.357672,4.89464 52.357901,4.893378 52.358296,4.892399 52.358692,4.891632 52.358862,4.890424 52.358812,4.891657 52.362207,4.891854 52.362174,4.892446 52.363845,4.895997 52.363397))",AA14,18408.0,,,,aa,Keizersgracht,,688.0,,aa,14.0,,AA14,i,1531.0,,i1531,POINT (121432.035376208 486273.898079614),18408.0
568,1,128801,SS,82,60,Amsterdam,WARENHANDEL,koopman,als in bev.register,Doopsgezind,gehuwd,44,Doopsgezind,overig Zeeland,9,2,0,-1,0,197,25,1820,makelaar,apotheker,winkelier,makelaar,vader man,apotheker,vader vrouw,factor,oom/neef man,factor,geen familie,27,21,128802,ongehuwd,Amsterdam,"2e huw., rest onbeke",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,222,1,5,3,13,6,61,3,6,koopman,41025,43,https://adamlink.nl/geo/district/buurt-ss/118,SS,"POLYGON((4.888458 52.380482,4.889932 52.379655,4.894279 52.378804,4.891379 52.376365,4.886251 52.378083,4.888458 52.380482))",SS82,6749.0,,,,ss,Singel,,90.0,,ss,82.0,,SS82,f,633.0,,f633,POINT (121246.490165249 487793.215843168),6749.0
569,1,128851,Z,671,32,Amsterdam,WARENHANDEL,koopman,als in bev.register,Ned. Israelitisch,gehuwd,26,Ned. Israelitisch,Z-Holl. steden,0,2,0,-1,0,74,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,161,1,4,4,4,6,61,2,3,koopman,41025,25,https://adamlink.nl/geo/district/buurt-z/138,Z,"POLYGON((4.895997 52.363397,4.901769 52.364479,4.904997 52.359182,4.899166 52.357829,4.897701 52.357581,4.897528 52.358791,4.897377 52.359047,4.896808 52.359165,4.896386 52.35945,4.89626 52.359737,4.895997 52.363397))",Z671,21447.0,,,,z,Keizersgracht,,766.0,,z,671.0,,Z671,i,1332.0,,i1332,POINT (121721.667523377 486305.236052226),21447.0
