WKT,nummer
"POINT (120711.285690633 487724.726505562)",11496
"POINT (120716.550367489 487726.64269123)",11497
"POINT (120721.716187657 487728.424348711)",11498
"POINT (120727.33294133 487730.320858918)",11499
"POINT (120732.391906791 487732.260719057)",11500
"POINT (120736.477822033 487733.895691529)",11501
"POINT (120741.39842009 487735.538821813)",11502
"POINT (120756.619145784 487740.290334542)",11503
"POINT (120753.159321502 487735.039896003)",11504
"POINT (120750.498029157 487731.656856055)",11505
"POINT (120748.477705259 487727.86655212)",11506
"POINT (120745.776902197 487724.321310503)",11507
"POINT (120743.56670315 487720.511171313)",11508
"POINT (120740.929404861 487716.249938824)",11509
"POINT (120738.264752677 487710.845456429)",11510
"POINT (120735.774139397 487705.504319014)",11511
"POINT (120732.982637459 487700.989866395)",11512
"POINT (120730.599198472 487694.406622386)",11513
"POINT (120720.157339402 487675.577633868)",11514
"POINT (120717.267140569 487670.386701094)",11515
"POINT (120715.30200384 487667.257041069)",11516
"POINT (120713.878819079 487664.127540837)",11517
"POINT (120712.151066236 487660.887186888)",11518
"POINT (120709.723318558 487656.997866472)",11519
"POINT (120706.564063349 487652.004647073)",11520
"POINT (120704.571412933 487648.273689109)",11521
"POINT (120702.460070574 487644.598078107)",11522
"POINT (120699.265303658 487639.296291616)",11523
"POINT (120696.841714783 487634.718653809)",11524
"POINT (120694.101720589 487629.927306588)",11525
"POINT (120681.95435339 487639.746110761)",11526
"POINT (121065.947281913 487525.206809827)",11527
"POINT (121064.794469814 487518.92912613)",11528
"POINT (121064.05363648 487513.650688624)",11529
"POINT (121062.664573979 487507.816626118)",11530
"POINT (121061.368115644 487502.445584446)",11531
"POINT (121040.532178123 487510.965167788)",11532
"POINT (121035.716761451 487513.002459457)",11533
"POINT (121031.549573947 487503.18641778)",11534
"POINT (121031.734782281 487507.353605285)",11535
"POINT (121035.531553118 487505.408917783)",11536
"POINT (121059.886448976 487497.259751108)",11537
"POINT (121058.312178141 487490.592251101)",11538
"POINT (121057.015719806 487485.962042763)",11539
"POINT (121055.811865638 487480.03537609)",11540
"POINT (121054.33019897 487473.46048025)",11541
"POINT (121052.663323968 487468.089438578)",11542
"POINT (121051.922490634 487462.255376072)",11543
"POINT (121050.718636467 487456.791730233)",11544
"POINT (121036.735407286 487459.292042736)",11545
"POINT (121020.529678102 487474.386521918)",11546
"POINT (121026.641553109 487460.31068857)",11547
"POINT (121022.011344771 487461.329334404)",11548
"POINT (121017.844157266 487461.977563572)",11549
"POINT (121013.491761429 487462.996209406)",11550
"POINT (121008.954157257 487464.01485524)",11551
"POINT (121004.416553086 487464.848292741)",11552
"POINT (120999.601136414 487465.681730242)",11553
"POINT (120997.100823912 487456.236105232)",11554
"POINT (121002.194053084 487455.217459398)",11555
"POINT (121006.176032254 487454.569230231)",11556
"POINT (121010.528428092 487453.45798023)",11557
"POINT (121014.695615596 487452.809751062)",11558
"POINT (121019.881448935 487451.698501061)",11559
"POINT (121024.048636439 487451.142876061)",11560
"POINT (121028.215823944 487450.30943856)",11561
"POINT (121047.19967813 487444.29016772)",11562
"POINT (121045.532803128 487438.548709381)",11563
"POINT (121044.32894896 487433.640688543)",11564
"POINT (121030.438323946 487436.418813546)",11565
"POINT (121025.900719775 487436.974438546)",11566
"POINT (121021.918740604 487438.178292714)",11567
"POINT (121017.658948933 487439.104334382)",11568
"POINT (121012.473115594 487439.752563549)",11569
"POINT (121004.046136419 487432.807251042)",11570
"POINT (121005.15738642 487428.547459371)",11571
"POINT (121010.065407258 487432.899855209)",11572
"POINT (121042.847282292 487426.602771869)",11573
"POINT (121041.365615624 487420.490896863)",11574
"POINT (121040.439573956 487415.490271858)",11575
"POINT (121039.235719788 487409.841417685)",11576
"POINT (120990.525928072 487457.810376067)",11577
"POINT (121038.217073954 487403.914751013)",11578
"POINT (121037.198428119 487398.54370934)",11579
"POINT (121023.215198939 487399.747563508)",11580
"POINT (121019.325823935 487400.488396842)",11581
"POINT (121014.325198929 487401.507042677)",11582
"POINT (121009.139365591 487402.525688511)",11583
"POINT (121004.694365586 487403.081313512)",11584
"POINT (120999.230719747 487404.099959346)",11585
"POINT (120994.600511409 487404.748188513)",11586
"POINT (120989.414678071 487405.581626014)",11587
"POINT (120985.062282233 487406.600271849)",11588
"POINT (120978.024365559 487378.078188486)",11589
"POINT (120981.913740563 487377.337355152)",11590
"POINT (120986.543948901 487376.966938485)",11591
"POINT (120991.45196974 487376.318709318)",11592
"POINT (120996.267386411 487375.39266765)",11593
"POINT (121000.804990582 487374.83704265)",11594
"POINT (121004.786969753 487374.651834316)",11595
"POINT (121008.768948924 487373.911000982)",11596
"POINT (121014.047386429 487372.799750981)",11597
"POINT (121018.677594767 487372.521938481)",11598
"POINT (121029.049261444 487370.392042645)",11599
"POINT (121028.30842811 487362.983709304)",11600
"POINT (120999.554834331 487360.483396802)",11601
"POINT (121027.567594776 487356.918136381)",11602
"POINT (121026.085928108 487352.195323876)",11603
"POINT (121024.511657273 487346.731678037)",11604
"POINT (121023.400407272 487340.527198864)",11605
"POINT (121021.45571977 487334.693136359)",11606
"POINT (121020.622282269 487328.951678019)",11607
"POINT (121019.140615601 487323.395428014)",11608
"POINT (121018.0293656 487317.839178008)",11609
"POINT (121016.918115599 487312.838553003)",11610
"POINT (121015.714261431 487306.91188633)",11611
"POINT (121014.417803096 487301.077823824)",11612
"POINT (121013.769573929 487295.243761318)",11613
"POINT (121012.750928095 487290.05792798)",11614
"POINT (121012.102698927 487284.686886308)",11615
"POINT (121011.45446976 487279.223240469)",11616
"POINT (121011.17665726 487274.500427964)",11617
"POINT (121010.621032259 487269.962823793)",11618
"POINT (121001.823636417 487270.61105296)",11619
"POINT (120997.008219745 487271.074073794)",11620
"POINT (120992.563219741 487271.722302961)",11621
"POINT (120988.210823903 487272.092719628)",11622
"POINT (120983.302803065 487272.833552962)",11623
"POINT (120978.672594726 487273.389177963)",11624
"POINT (120974.412803055 487274.130011297)",11625
"POINT (120970.060407218 487274.407823797)",11626
"POINT (120967.004469715 487274.685636297)",11627
"POINT (120962.55946971 487275.148657131)",11628
"POINT (120963.207698877 487280.519698803)",11629
"POINT (120963.855928045 487286.90938631)",11630
"POINT (120964.504157212 487292.558240482)",11631
"POINT (120965.522803046 487301.170427991)",11632
"POINT (120965.98582388 487309.041782166)",11633
"POINT (120965.98582388 487314.875844672)",11634
"POINT (120966.634053048 487320.617303011)",11635
"POINT (120977.098323892 487318.765219676)",11636
"POINT (120981.265511396 487318.116990508)",11637
"POINT (120967.560094715 487327.006990517)",11638
"POINT (120968.85655305 487332.192823856)",11639
"POINT (120969.782594717 487337.656469695)",11640
"POINT (120969.41217805 487342.564490533)",11641
"POINT (120969.875198884 487349.50980304)",11642
"POINT (120970.616032218 487354.880844712)",11643
"POINT (120970.801240552 487360.714907218)",11644
"POINT (120971.171657219 487366.456365558)",11645
"POINT (120972.375511387 487378.124490569)",11646
"POINT (120975.246240556 487408.683865601)",11647
"POINT (120976.079678057 487417.759073943)",11648
"POINT (120977.190928058 487427.482511453)",11649
"POINT (120978.024365559 487436.650323962)",11650
"POINT (120978.950407227 487445.077303138)",11651
"POINT (120979.876448894 487451.652198978)",11652
"POINT (120980.246865561 487458.319698984)",11653
"POINT (120984.414053066 487470.72865733)",11654
"POINT (120986.821761401 487475.266261502)",11655
"POINT (120989.692490571 487480.266886507)",11656
"POINT (120992.470615574 487485.082303178)",11657
"POINT (120995.43394891 487490.360740684)",11658
"POINT (121023.956032273 487495.453969856)",11659
"POINT (120999.693740581 487497.676469858)",11660
"POINT (121003.212698918 487503.510532364)",11661
"POINT (121006.083428088 487508.511157369)",11662
"POINT (121010.528428092 487516.19730321)",11663
"POINT (121014.60301143 487522.679594883)",11664
"POINT (121016.825511432 487527.309803221)",11665
"POINT (121037.939261454 487524.161261551)",11666
"POINT (121020.159261435 487531.847407393)",11667
"POINT (121022.844782271 487536.848032398)",11668
"POINT (120982.839782231 487542.126469903)",11669
"POINT (120968.115719716 487542.033865736)",11670
"POINT (120965.893219713 487538.237094899)",11671
"POINT (120963.392907211 487534.625532396)",11672
"POINT (120960.244365541 487529.902719891)",11673
"POINT (120956.354990537 487523.05001155)",11674
"POINT (120952.2804072 487515.826886543)",11675
"POINT (120948.576240529 487509.992824037)",11676
"POINT (120943.946032191 487502.677094863)",11677
"POINT (120938.482386352 487493.60188652)",11678
"POINT (120933.944782181 487486.378761513)",11679
"POINT (120929.870198843 487478.414803172)",11680
"POINT (120928.203323842 487469.710011496)",11681
"POINT (120928.388532175 487461.283032321)",11682
"POINT (120928.388532175 487456.189803149)",11683
"POINT (120927.369886341 487451.466990644)",11684
"POINT (120926.906865507 487444.614282304)",11685
"POINT (120925.239990505 487431.649698957)",11686
"POINT (120924.684365505 487418.407303111)",11687
"POINT (120924.869573838 487411.369386437)",11688
"POINT (120924.313948838 487405.813136431)",11689
"POINT (120924.221344671 487400.905115593)",11690
"POINT (120924.128740504 487393.404178085)",11691
"POINT (120923.850928004 487384.791990576)",11692
"POINT (120922.647073836 487376.179803067)",11693
"POINT (120922.091448835 487367.567615559)",11694
"POINT (120921.628428002 487360.807511385)",11695
"POINT (120921.258011335 487355.066053046)",11696
"POINT (120921.443219668 487349.880219707)",11697
"POINT (120921.165407168 487345.80563637)",11698
"POINT (120920.517178001 487340.990219698)",11699
"POINT (120920.517178001 487336.08219886)",11700
"POINT (120920.146761333 487331.544594689)",11701
"POINT (120919.498532166 487325.617928016)",11702
"POINT (120919.220719666 487318.765219676)",11703
"POINT (120919.035511332 487313.20896967)",11704
"POINT (120918.572490499 487307.745323831)",11705
"POINT (120918.479886332 487302.374282159)",11706
"POINT (120918.665094665 487298.299698822)",11707
"POINT (120918.109469665 487293.576886317)",11708
"POINT (120917.646448831 487289.409698812)",11709
"POINT (120917.739052998 487285.612927975)",11710
"POINT (120917.461240497 487281.075323804)",11711
"POINT (120904.959677985 487281.167927971)",11712
"POINT (120900.79249048 487281.445740471)",11713
"POINT (120896.069677976 487281.630948805)",11714
"POINT (120890.23561547 487282.371782139)",11715
"POINT (120884.401552964 487282.742198806)",11716
"POINT (120878.660094625 487282.927407139)",11717
"POINT (120873.196448786 487283.297823806)",11718
"POINT (120866.991969613 487283.853448807)",11719
"POINT (120861.157907107 487284.03865714)",11720
"POINT (120856.064677935 487284.223865474)",11721
"POINT (120850.415823762 487284.594282141)",11722
"POINT (120844.859573757 487285.149907141)",11723
"POINT (120839.673740418 487285.335115475)",11724
"POINT (120833.932282079 487285.612927975)",11725
"POINT (120829.857698741 487285.798136309)",11726
"POINT (120826.060927904 487286.075948809)",11727
"POINT (120822.1715529 487286.261157143)",11728
"POINT (120817.819157063 487286.63157381)",11729
"POINT (120818.74519873 487295.799386319)",11730
"POINT (120819.208219564 487301.170427991)",11731
"POINT (120819.856448731 487307.467511331)",11732
"POINT (120819.856448731 487314.227615504)",11733
"POINT (120820.689886232 487321.265532178)",11734
"POINT (120821.523323733 487330.896365521)",11735
"POINT (120821.986344567 487339.045532196)",11736
"POINT (120822.264157067 487344.694386369)",11737
"POINT (120823.190198735 487351.176678042)",11738
"POINT (120823.560615402 487358.862823883)",11739
"POINT (120824.301448736 487366.456365558)",11740
"POINT (120824.76446957 487373.123865564)",11741
"POINT (120825.227490403 487382.569490574)",11742
"POINT (120825.783115404 487391.089073916)",11743
"POINT (120826.801761238 487404.424073929)",11744
"POINT (120827.449990406 487416.184803108)",11745
"POINT (120827.91301124 487421.741053114)",11746
"POINT (120827.820407073 487427.85292812)",11747
"POINT (120828.098219573 487433.131365626)",11748
"POINT (120828.46863624 487437.483761463)",11749
"POINT (120828.46863624 487440.910115633)",11750
"POINT (120828.561240407 487445.355115638)",11751
"POINT (120828.19082374 487450.72615731)",11752
"POINT (120829.672490408 487457.764073984)",11753
"POINT (120830.135511242 487464.15376149)",11754
"POINT (120830.783740409 487469.524803163)",11755
"POINT (120830.876344576 487478.136990671)",11756
"POINT (120831.154157076 487485.730532346)",11757
"POINT (120831.75608416 487491.240480268)",11758
"POINT (120832.404313327 487496.704126107)",11759
"POINT (120833.052542495 487501.982563612)",11760
"POINT (120833.885979996 487505.779334449)",11761
"POINT (120840.646084169 487517.910480295)",11762
"POINT (120849.165667511 487533.282771978)",11763
"POINT (120853.703271682 487540.876313652)",11764
"POINT (120859.166917521 487549.951521994)",11765
"POINT (120863.797125859 487557.822876169)",11766
"POINT (120867.22348003 487564.119959509)",11767
"POINT (120871.112855034 487570.602251182)",11768
"POINT (120875.187438371 487578.010584523)",11769
"POINT (120877.409938373 487583.381626195)",11770
"POINT (120834.90462583 487616.256105395)",11771
"POINT (120831.89499041 487610.653553306)",11772
"POINT (120828.931657074 487605.560324134)",11773
"POINT (120825.783115404 487600.467094962)",11774
"POINT (120821.986344567 487593.892199122)",11775
"POINT (120817.726552896 487586.946886615)",11776
"POINT (120814.948427893 487581.39063661)",11777
"POINT (120811.89249039 487575.741782437)",11778
"POINT (120809.484782054 487570.926365766)",11779
"POINT (120806.336240384 487565.740532427)",11780
"POINT (120803.558115381 487560.925115756)",11781
"POINT (120800.965198712 487556.387511584)",11782
"POINT (120795.59415704 487548.330949076)",11783
"POINT (120799.483532044 487530.365740724)",11784
"POINT (120774.758219519 487442.762198969)",11785
"POINT (120774.943427852 487437.85417813)",11786
"POINT (120774.202594518 487431.371886457)",11787
"POINT (120773.461761184 487426.000844785)",11788
"POINT (120773.27655285 487420.815011446)",11789
"POINT (120772.628323683 487415.166157274)",11790
"POINT (120772.44311535 487409.424698935)",11791
"POINT (120772.072698683 487403.590636429)",11792
"POINT (120770.868844515 487394.793240586)",11793
"POINT (120770.313219514 487383.773344742)",11794
"POINT (120769.29457368 487374.142511399)",11795
"POINT (120769.201969513 487368.493657226)",11796
"POINT (120768.646344512 487362.844803054)",11797
"POINT (120768.275927845 487358.307198883)",11798
"POINT (120768.461136179 487352.38053221)",11799
"POINT (120767.905511178 487343.305323867)",11800
"POINT (120767.164677844 487335.341365526)",11801
"POINT (120767.072073678 487329.599907187)",11802
"POINT (120766.42384451 487323.48803218)",11803
"POINT (120766.053427843 487318.394803009)",11804
"POINT (120765.590407009 487312.653344669)",11805
"POINT (120765.405198676 487307.18969883)",11806
"POINT (120765.034782009 487302.559490492)",11807
"POINT (120764.479157008 487291.817407148)",11808
"POINT (120758.274677835 487291.632198815)",11809
"POINT (120753.55186533 487292.187823815)",11810
"POINT (120748.736448659 487292.280427982)",11811
"POINT (120743.55061532 487292.836052983)",11812
"POINT (120738.086969481 487293.021261316)",11813
"POINT (120732.715927809 487293.391677983)",11814
"POINT (120727.530094471 487293.669490483)",11815
"POINT (120722.529469465 487294.03990715)",11816
"POINT (120717.991865294 487294.03990715)",11817
"POINT (120713.361656956 487294.317719651)",11818
"POINT (120708.731448618 487294.502927984)",11819
"POINT (120703.638219446 487294.780740484)",11820
"POINT (120697.711552774 487295.151157152)",11821
"POINT (120693.173948602 487295.058552985)",11822
"POINT (120689.747594432 487295.058552985)",11823
"POINT (120682.154052758 487295.428969652)",11824
"POINT (120682.617073591 487300.800011324)",11825
"POINT (120682.987490259 487304.689386328)",11826
"POINT (120683.172698592 487308.208344665)",11827
"POINT (120683.728323593 487312.838553003)",11828
"POINT (120684.09874026 487318.580011342)",11829
"POINT (120684.65436526 487323.673240514)",11830
"POINT (120685.487802761 487328.859073853)",11831
"POINT (120686.136031928 487335.156157192)",11832
"POINT (120686.691656929 487340.805011365)",11833
"POINT (120710.67613612 487348.583761373)",11834
"POINT (120687.154677763 487346.546469704)",11835
"POINT (120687.988115264 487351.917511376)",11836
"POINT (120688.543740264 487357.288553048)",11837
"POINT (120689.191969432 487363.122615554)",11838
"POINT (120688.358531931 487369.697511394)",11839
"POINT (120688.265927764 487375.624178067)",11840
"POINT (120688.821552764 487380.810011406)",11841
"POINT (120689.191969432 487386.458865578)",11842
"POINT (120689.747594432 487392.385532251)",11843
"POINT (120690.303219433 487397.478761423)",11844
"POINT (120690.766240266 487402.479386428)",11845
"POINT (120691.044052767 487408.1282406)",11846
"POINT (120691.414469434 487415.073553107)",11847
"POINT (120691.877490268 487420.72240728)",11848
"POINT (120692.340511101 487426.186053118)",11849
"POINT (120692.433115268 487431.742303124)",11850
"POINT (120692.896136102 487437.29855313)",11851
"POINT (120692.710927768 487443.225219802)",11852
"POINT (120692.988740269 487449.059282308)",11853
"POINT (120693.451761103 487455.448969815)",11854
"POINT (120709.750094452 487455.078553148)",11855
"POINT (120714.287698624 487454.893344814)",11856
"POINT (120718.640094462 487454.430323981)",11857
"POINT (120723.085094466 487453.87469898)",11858
"POINT (120727.530094471 487453.689490646)",11859
"POINT (120733.086344476 487453.59688648)",11860
"POINT (120739.013011149 487453.319073979)",11861
"POINT (120743.643219487 487453.226469813)",11862
"POINT (120747.254781991 487453.133865646)",11863
"POINT (120751.329365328 487452.578240645)",11864
"POINT (120756.515198667 487452.115219812)",11865
"POINT (120761.238011172 487451.744803144)",11866
"POINT (120765.775615343 487451.559594811)",11867
"POINT (120769.85019868 487451.096573977)",11868
"POINT (120775.128636186 487450.633553143)",11869
"POINT (120698.915406941 487514.160011541)",11870
"POINT (120699.748844442 487537.218449065)",11871
"POINT (120701.508323611 487544.441574072)",11872
"POINT (120703.916031947 487548.979178243)",11873
"POINT (120720.862594464 487543.700740738)",11874
"POINT (120728.641344472 487524.902094886)",11875
"POINT (120713.176448623 487559.721261588)",11876
"POINT (120717.158427793 487564.351469926)",11877
"POINT (120700.211865276 487523.976053218)",11878
"POINT (120774.109990351 487558.054386586)",11879
"POINT (120769.479782013 487560.647303255)",11880
"POINT (120764.386552841 487563.610636592)",11881
"POINT (120759.84894867 487566.110949094)",11882
"POINT (120754.755719498 487569.074282431)",11883
"POINT (120749.940302827 487571.3893866)",11884
"POINT (120746.236136156 487573.241469935)",11885
"POINT (120740.865094484 487577.408657439)",11886
"POINT (120735.771865312 487579.538553275)",11887
"POINT (120731.141656974 487581.94626161)",11888
"POINT (120723.8259278 487586.669074115)",11889
"POINT (120725.955823636 487590.280636619)",11890
"POINT (120728.826552805 487594.447824123)",11891
"POINT (120730.863844474 487597.96678246)",11892
"POINT (120733.364156977 487602.133969964)",11893
"POINT (120736.049677813 487606.764178302)",11894
"POINT (120738.827802815 487611.579594974)",11895
"POINT (120741.883740319 487617.228449146)",11896
"POINT (120744.476656988 487621.766053318)",11897
"POINT (120747.625198658 487626.581469989)",11898
"POINT (120750.681136161 487632.137719995)",11899
"POINT (120753.088844497 487636.675324166)",11900
"POINT (120755.866969499 487641.212928337)",11901
"POINT (120758.645094502 487646.028345009)",11902
"POINT (120761.608427839 487651.214178348)",11903
"POINT (120764.849573675 487655.936990852)",11904
"POINT (120776.42509452 487649.825115846)",11905
"POINT (120782.259157026 487647.046990843)",11906
"POINT (120787.259782031 487644.639282508)",11907
"POINT (120792.44561537 487641.675949171)",11908
"POINT (120797.446240375 487638.897824168)",11909
"POINT (120802.632073714 487635.841886665)",11910
"POINT (120807.817907052 487633.248969996)",11911
"POINT (120812.540719557 487630.748657493)",11912
"POINT (120817.726552896 487628.063136657)",11913
"POINT (120823.097594568 487625.099803321)",11914
"POINT (120883.197698796 487591.206678287)",11915
"POINT (120887.272282133 487588.891574118)",11916
"POINT (120893.754573807 487584.53917828)",11917
"POINT (120900.422073813 487580.742407443)",11918
"POINT (120905.330094652 487577.96428244)",11919
"POINT (120910.51592799 487575.556574104)",11920
"POINT (120917.646448831 487571.296782433)",11921
"POINT (120925.147386339 487567.314803262)",11922
"POINT (120930.425823844 487563.981053259)",11923
"POINT (120935.796865516 487560.739907422)",11924
"POINT (120940.982698855 487558.332199087)",11925
"POINT (120945.520303026 487555.831886584)",11926
"POINT (120950.798740531 487552.775949081)",11927
"POINT (120954.688115535 487550.368240745)",11928
"POINT (120959.13311554 487547.960532409)",11929
"POINT (120655.879549928 487580.982122436)",11930
"POINT (120649.91250178 487578.810294523)",11931
"POINT (120644.716700155 487577.130350166)",11932
"POINT (120639.775238407 487575.331805176)",11933
"POINT (120635.681462112 487573.525033293)",11934
"POINT (120631.782382964 487572.633816485)",11935
"POINT (120628.239448126 487571.344293662)",11936
"POINT (120623.484456633 487569.613618294)",11937
"POINT (120618.144688871 487567.458928994)",11938
"POINT (120613.228592628 487565.88078907)",11939
"POINT (120608.566836262 487564.184048513)",11940
"POINT (120612.850849358 487553.284107924)",11941
"POINT (120614.454012374 487549.749742392)",11942
"POINT (120615.811404819 487546.020337299)",11943
"POINT (120617.915705522 487539.078433761)",11944
"POINT (120602.515122293 487561.664645597)",11945
"POINT (120597.001567029 487559.552289207)",11946
"POINT (120591.665912714 487557.821442633)",11947
"POINT (120587.131326286 487556.06540176)",11948
"POINT (120582.516187484 487554.385628609)",11949
"POINT (120578.03661672 487552.913577772)",11950
"POINT (120574.023221593 487551.61120099)",11951
"POINT (120569.437732949 487549.995012808)",11952
"POINT (120565.034429906 487548.603514345)",11953
"POINT (120560.186203286 487546.838904166)",11954
"POINT (120555.371911477 487544.98105886)",11955
"POINT (120550.604237231 487543.140180959)",11956
"POINT (120540.628078609 487539.509156168)",11957
"POINT (120536.050988064 487538.159990616)",11958
"POINT (120530.74087046 487536.068886285)",11959
"POINT (120525.490053173 487534.104951893)",11960
"POINT (120519.950961197 487532.35285326)",11961
"POINT (120529.198026024 487507.526943889)",11962
"POINT (120524.307466493 487505.588546208)",11963
"POINT (120519.260086865 487503.645863875)",11964
"POINT (120516.367058613 487511.884489889)",11965
"POINT (120514.428489726 487517.355712243)",11966
"POINT (120510.886072996 487528.683951418)",11967
"POINT (120505.181762824 487526.660545503)",11968
"POINT (120497.748489351 487523.585502856)",11969
"POINT (120490.043908595 487520.675678404)",11970
"POINT (120483.458149366 487518.173071687)",11971
"POINT (120477.57576704 487516.348818779)",11972
"POINT (120472.752905924 487514.804613666)",11973
"POINT (120467.786078672 487512.78566361)",11974
"POINT (120462.166605528 487510.529169877)",11975
"POINT (120455.82661687 487508.22160272)",11976
"POINT (120448.7661127 487505.86296214)",11977
"POINT (120444.070421523 487504.25945671)",11978
"POINT (120440.086676553 487503.020664897)",11979
"POINT (120436.670911654 487501.671841758)",11980
"POINT (120433.161911627 487500.289083808)",11981
"POINT (120429.618976789 487498.999560985)",11982
"POINT (120425.37266505 487497.031684353)",11983
"POINT (120420.948109949 487495.84362355)",11984
"POINT (120411.200754492 487492.454255883)",11985
"POINT (120406.88657313 487490.672849506)",11986
"POINT (120403.000347941 487489.311172407)",11987
"POINT (120399.283625601 487488.063982495)",11988
"POINT (120404.619960255 487473.112427314)",11989
"POINT (120405.782313139 487469.628792792)",11990
"POINT (120406.889307947 487467.02249388)",11991
"POINT (120402.961434674 487463.16437799)",11992
"POINT (120401.447050926 487467.470161252)",11993
"POINT (120399.733342964 487472.178535181)",11994
"POINT (120394.60490183 487486.413859502)",11995
"POINT (120389.053127102 487484.551558336)",11996
"POINT (120383.069111548 487482.426347988)",11997
"POINT (120377.483402009 487480.657281949)",11998
"POINT (120372.385120165 487478.854452306)",11999
"POINT (120366.56220936 487476.576706514)",12000
"POINT (120404.551914938 487459.519809925)",12001
"POINT (120371.342728588 487449.227623194)",12002
"POINT (120361.832754579 487474.48577339)",12003
"POINT (120357.204933025 487472.695797706)",12004
"POINT (120350.949610188 487470.735805554)",12005
"POINT (120361.652790175 487452.352716513)",12006
"POINT (120344.550321215 487468.301068458)",12007
"POINT (120340.193635736 487466.926537401)",12008
"POINT (120340.165859874 487431.756160453)",12009
"POINT (120344.386806108 487433.50363202)",12010
"POINT (120347.243160244 487434.648846292)",12011
"POINT (120342.466060659 487436.024922697)",12012
"POINT (120339.764819043 487455.050371768)",12013
"POINT (120334.841014015 487465.24230839)",12014
"POINT (120329.513929006 487463.197821623)",12015
"POINT (120333.9127717 487450.967052539)",12016
"POINT (120335.245141054 487445.855916736)",12017
"POINT (120335.572148825 487443.652037285)",12018
"POINT (120336.352649481 487441.507629357)",12019
"POINT (120343.871444809 487442.026932896)",12020
"POINT (120342.709263131 487444.929904595)",12021
"POINT (120341.440992367 487448.269401773)",12022
"POINT (120340.117705939 487451.324908915)",12023
"POINT (120333.599811845 487434.276081478)",12024
"POINT (120338.401934522 487434.281735783)",12025
"POINT (120332.272069558 487438.06907154)",12026
"POINT (120330.846807491 487441.984946887)",12027
"POINT (120329.650691001 487444.981153713)",12028
"POINT (120328.662296826 487447.841792502)",12029
"POINT (120327.610317681 487450.732081449)",12030
"POINT (120326.435282044 487454.105513438)",12031
"POINT (120323.843553645 487461.081180581)",12032
"POINT (120318.304461669 487459.329081948)",12033
"POINT (120312.97737666 487457.28459518)",12034
"POINT (120306.938345443 487454.875394797)",12035
"POINT (120310.845304583 487443.415872237)",12036
"POINT (120312.097292768 487437.800341333)",12037
"POINT (120315.93261574 487439.301871122)",12038
"POINT (120320.484169573 487441.011294431)",12039
"POINT (120324.658498244 487442.741798592)",12040
"POINT (120328.645324932 487433.5286596)",12041
"POINT (120324.776067148 487432.120364938)",12042
"POINT (120321.025409997 487430.966410153)",12043
"POINT (120317.431572942 487429.816740021)",12044
"POINT (120313.558030506 487428.565265456)",12045
"POINT (120298.962628612 487451.550125719)",12046
"POINT (120292.17754517 487449.450109669)",12047
"POINT (120283.858537987 487446.052686316)",12048
"POINT (120275.463091875 487443.155373411)",12049
"POINT (120267.44075748 487439.813136928)",12050
"POINT (120258.799712005 487436.140121639)",12051
"POINT (120276.782945195 487422.993621786)",12052
"POINT (120273.083361467 487421.119151488)",12053
"POINT (120271.044529005 487421.644113821)",12054
"POINT (120268.001190995 487422.173018394)",12055
"POINT (120256.586402726 487424.670317707)",12056
"POINT (120254.774314463 487418.045140569)",12057
"POINT (120253.614700883 487412.238169931)",12058
"POINT (120252.493135562 487406.761806891)",12059
"POINT (120251.613398571 487400.475977864)",12060
"POINT (120249.8179353 487394.965508807)",12061
"POINT (120248.607419504 487389.29839086)",12062
"POINT (120247.057555597 487384.563624186)",12063
"POINT (120246.419133318 487379.210317639)",12064
"POINT (120259.073916334 487383.024384064)",12065
"POINT (120265.981713855 487385.802582717)",12066
"POINT (120270.910321643 487388.071587997)",12067
"POINT (120272.805534869 487400.270305542)",12068
"POINT (120276.551218052 487389.543981248)",12069
"POINT (120276.448390868 487407.66741403)",12070
"POINT (120281.844368251 487391.681703142)",12071
"POINT (120287.061250727 487393.738872662)",12072
"POINT (120292.371368331 487395.829976993)",12073
"POINT (120298.058711097 487397.900000472)",12074
"POINT (120303.746053863 487399.970023951)",12075
"POINT (120308.204372569 487401.645512449)",12076
"POINT (120305.15846646 487410.884359359)",12077
"POINT (120303.983430823 487414.257791348)",12079
"POINT (120302.731956257 487418.131333784)",12080
"POINT (120314.442727999 487403.652122165)",12081
"POINT (120314.784653186 487422.729329486)",12082
"POINT (120315.997908287 487419.105842273)",12083
"POINT (120320.647148619 487405.751967009)",12084
"POINT (120324.982582039 487407.329935726)",12085
"POINT (120319.332093572 487424.014910069)",12086
"POINT (120330.106229388 487409.353170435)",12087
"POINT (120326.585578336 487418.735983483)",12088
"POINT (120324.341424942 487425.626984804)",12089
"POINT (120336.204560921 487411.889540757)",12090
"POINT (120335.440518539 487430.089070055)",12091
"POINT (120336.91239817 487426.190162113)",12092
"POINT (120339.287834949 487419.663703201)",12093
"POINT (120341.557011435 487414.15443259)",12094
"POINT (120345.786526976 487415.588263964)",12095
"POINT (120338.329262138 487422.007264137)",12096
"POINT (120351.575674175 487417.378582061)",12097
"POINT (120357.246049536 487419.495223103)",12098
"POINT (120362.602784703 487421.60329484)",12099
"POINT (120367.650164331 487423.545977174)",12100
"POINT (120371.955947593 487425.060360922)",12101
"POINT (120375.130226574 487426.057324404)",12102
"POINT (120379.232572176 487427.550456094)",12103
"POINT (120384.224764934 487429.789811215)",12104
