WKT,nummer
"POINT (121728.68050255 487522.069563273)",639
"POINT (121735.463118112 487507.729176085)",640
"POINT (121736.005727357 487500.365193475)",641
"POINT (121731.7036112 487493.078726472)",642
"POINT (121725.347331474 487485.986048484)",643
"POINT (121710.309303828 487479.707284364)",644
"POINT (121699.999728174 487468.041185598)",645
"POINT (121670.582555537 487472.188270541)",646
"POINT (121617.600638548 487471.393735575)",647
"POINT (121631.553447704 487466.820314796)",648
"POINT (121631.398416491 487473.796719374)",649
"POINT (121631.165869672 487479.765421069)",650
"POINT (121631.088354065 487486.044185189)",651
"POINT (121631.398416491 487490.540090361)",652
"POINT (121631.553447704 487495.733635992)",653
"POINT (121627.212573744 487496.741338875)",654
"POINT (121622.251574933 487497.904072971)",655
"POINT (121617.368091728 487498.911775855)",656
"POINT (121622.174059327 487488.059590956)",657
"POINT (121616.90299809 487490.230027936)",658
"POINT (121617.600638548 487483.098592145)",659
"POINT (121608.996406235 487500.074509951)",660
"POINT (121605.43068834 487496.043698417)",661
"POINT (121601.864970444 487490.540090361)",662
"POINT (121599.074408613 487486.741825647)",663
"POINT (121595.741237537 487482.400951687)",664
"POINT (121592.408066461 487477.594984089)",665
"POINT (121589.152410991 487473.796719374)",666
"POINT (121586.749427192 487471.161188756)",667
"POINT (121584.19141218 487468.060564499)",668
"POINT (121581.245819136 487465.270002668)",669
"POINT (121577.059976389 487462.169378411)",670
"POINT (121573.261711675 487459.301300974)",671
"POINT (121569.851024992 487456.35570793)",672
"POINT (121566.20779149 487453.642661705)",673
"POINT (121579.230413369 487445.658554243)",674
"POINT (121583.261224903 487443.798179689)",675
"POINT (121587.137005224 487442.325383167)",676
"POINT (121591.632910397 487440.3099774)",677
"POINT (121594.656019047 487438.914696485)",678
"POINT (121597.756643304 487437.751962388)",679
"POINT (121601.012298774 487436.279165866)",680
"POINT (121604.578016669 487434.961400557)",681
"POINT (121607.601125319 487433.566119642)",682
"POINT (121611.631936853 487431.783260694)",683
"POINT (121617.135544909 487429.302761288)",684
"POINT (121619.771075528 487433.256057216)",685
"POINT (121620.701262805 487436.046619047)",686
"POINT (121611.399390034 487440.852586645)",687
"POINT (121607.988703351 487442.247867561)",688
"POINT (121601.554908018 487445.038429392)",689
"POINT (121598.609314974 487446.123647882)",690
"POINT (121594.656019047 487448.216569255)",691
"POINT (121598.454283762 487451.782287151)",692
"POINT (121604.616774472 487449.107998729)",693
"POINT (121610.314171544 487446.433710308)",694
"POINT (121614.034920652 487445.077187195)",695
"POINT (121619.693559921 487442.48041438)",696
"POINT (121620.972567427 487447.402655388)",697
"POINT (121612.910944359 487450.890857677)",698
"POINT (121607.25230509 487453.371357082)",699
"POINT (121602.678884312 487455.619309669)",700
"POINT (121600.198384906 487456.627012552)",701
"POINT (121596.438877995 487462.169378411)",702
"POINT (121612.79467095 487455.774340881)",703
"POINT (121622.329090539 487452.01483397)",704
"POINT (121625.778535025 487456.045645504)",705
"POINT (121627.445120563 487460.270246054)",706
"POINT (121639.653828575 487458.836207335)",707
"POINT (121643.529608896 487457.828504451)",708
"POINT (121647.172842398 487456.355707929)",709
"POINT (121650.661044686 487454.572848982)",710
"POINT (121655.544527891 487453.10005246)",711
"POINT (121660.970620341 487452.479927608)",712
"POINT (121666.939322035 487451.472224725)",713
"POINT (121680.194490733 487447.67396001)",714
"POINT (121676.396226018 487442.015320742)",715
"POINT (121673.218086155 487437.28686875)",716
"POINT (121669.65236826 487432.94599479)",717
"POINT (121665.544041119 487427.597417947)",718
"POINT (121662.675963682 487423.954184445)",719
"POINT (121655.467012285 487427.364871128)",720
"POINT (121651.823778783 487429.070214469)",721
"POINT (121647.56042043 487430.853073417)",722
"POINT (121643.21954647 487432.713447971)",723
"POINT (121638.491094478 487434.418791312)",724
"POINT (121630.817049443 487438.13954042)",725
"POINT (121633.065002029 487441.550227103)",726
"POINT (121635.700532647 487447.363897585)",727
"POINT (121637.638422808 487451.937318363)",728
"POINT (121645.545014663 487442.015320742)",729
"POINT (121654.149246975 487438.449602846)",730
"POINT (121657.637449264 487431.899534104)",731
"POINT (121629.654315346 487433.0622682)",732
"POINT (121637.638422808 487429.845370533)",733
"POINT (121640.390226836 487428.605120831)",734
"POINT (121643.955944731 487426.899777489)",735
"POINT (121659.730370638 487419.535794879)",736
"POINT (121654.69185622 487411.241624992)",737
"POINT (121650.002162032 487413.605850988)",738
"POINT (121645.622530269 487415.737530165)",739
"POINT (121641.010351687 487417.636662522)",740
"POINT (121637.250844776 487419.574552683)",741
"POINT (121634.033947109 487421.241138221)",742
"POINT (121630.313198001 487422.946481562)",743
"POINT (121624.964621158 487425.426980967)",744
"POINT (121563.339714053 487447.131350765)",745
"POINT (121572.409040004 487443.410601657)",746
"POINT (121575.974757899 487441.472711497)",747
"POINT (121578.532772911 487440.077430581)",748
"POINT (121582.0209752 487438.294571633)",749
"POINT (121587.059489618 487436.124134653)",750
"POINT (121580.548178678 487422.868965955)",751
"POINT (121584.656505819 487421.086107008)",752
"POINT (121588.687317352 487418.993185634)",753
"POINT (121591.322847971 487433.101026003)",754
"POINT (121595.276143898 487431.240651449)",755
"POINT (121599.306955432 487429.767854927)",756
"POINT (121602.872673328 487428.062511586)",757
"POINT (121606.748453649 487426.357168244)",758
"POINT (121612.174546098 487423.799153232)",759
"POINT (121616.825482484 487422.093809891)",760
"POINT (121620.778778411 487420.543497763)",761
"POINT (121625.507230403 487417.985482751)",762
"POINT (121630.080651182 487416.590201835)",763
"POINT (121634.033947109 487414.497280462)",764
"POINT (121651.707505373 487406.74571982)",765
"POINT (121648.374334297 487399.846830848)",766
"POINT (121644.266007157 487396.12608174)",767
"POINT (121640.932836081 487392.250301419)",768
"POINT (121555.685047919 487443.817558591)",769
"POINT (121553.0495173 487441.414574792)",770
"POINT (121550.491502288 487438.779044173)",771
"POINT (121545.142925445 487432.732826872)",772
"POINT (121539.484286176 487426.454062752)",773
"POINT (121535.763537068 487422.268220005)",774
"POINT (121532.662912811 487418.314924078)",775
"POINT (121528.864648097 487414.516659363)",776
"POINT (121524.213711711 487410.020754191)",777
"POINT (121520.260415784 487406.14497387)",778
"POINT (121518.40004123 487404.517146135)",779
"POINT (121515.686995005 487400.873912633)",780
"POINT (121512.12127711 487397.463225951)",781
"POINT (121507.625371937 487393.122351991)",782
"POINT (121503.67207601 487389.324087276)",783
"POINT (121499.796295689 487385.060728923)",784
"POINT (121495.687968548 487381.495011028)",785
"POINT (121492.897406717 487379.014511622)",786
"POINT (121498.323499167 487376.378981004)",787
"POINT (121501.50163903 487374.906184482)",788
"POINT (121504.447232074 487372.658231896)",789
"POINT (121508.323012395 487371.650529012)",790
"POINT (121512.896433174 487368.782451575)",791
"POINT (121519.175197294 487366.379467775)",792
"POINT (121524.058680499 487363.976483976)",793
"POINT (121527.856945213 487362.116109422)",794
"POINT (121531.732725534 487359.480578804)",795
"POINT (121534.445771759 487367.077108233)",796
"POINT (121532.197819173 487374.208544024)",797
"POINT (121537.158817984 487357.852751069)",798
"POINT (121541.654723156 487355.992376515)",799
"POINT (121544.910378626 487363.046296699)",800
"POINT (121545.452987871 487366.612014595)",801
"POINT (121637.405875988 487413.315167464)",802
"POINT (121598.958135203 487338.900185299)",803
"POINT (121596.090057766 487334.559311339)",804
"POINT (121593.60955836 487330.21843738)",805
"POINT (121591.516636987 487327.040297516)",806
"POINT (121587.020731814 487328.978187677)",807
"POINT (121581.594639365 487331.846265115)",808
"POINT (121579.191655566 487333.164030424)",809
"POINT (121575.238359638 487335.101920584)",810
"POINT (121571.905188562 487337.427388777)",811
"POINT (121568.26195506 487339.287763331)",812
"POINT (121561.634370711 487342.504660997)",813
"POINT (121556.944676523 487344.675097977)",814
"POINT (121552.875107186 487347.194355186)",815
"POINT (121548.999326865 487348.783425118)",816
"POINT (121546.557585262 487350.02367482)",817
"POINT (121564.851268378 487341.031864475)",818
"POINT (121552.56504476 487364.015241779)",819
"POINT (121556.169520459 487362.619960864)",820
"POINT (121560.277847599 487360.837101916)",821
"POINT (121563.998596707 487359.170516378)",822
"POINT (121568.184439454 487357.232626218)",823
"POINT (121572.098977578 487355.372251663)",824
"POINT (121576.439851538 487352.930510061)",825
"POINT (121581.594639365 487350.566284065)",826
"POINT (121584.036380967 487349.403549969)",827
"POINT (121551.789888696 487369.596365442)",829
"POINT (121555.665669017 487367.774748691)",830
"POINT (121558.998840093 487366.030647546)",831
"POINT (121562.603315792 487364.519093221)",832
"POINT (121569.34717355 487361.302195555)",833
"POINT (121573.145438265 487359.015485165)",834
"POINT (121577.408796618 487357.193868414)",835
"POINT (121581.594639365 487355.139704844)",836
"POINT (121586.051786734 487353.085541274)",837
"POINT (121591.787941609 487350.643799672)",838
"POINT (121603.454040376 487345.527769648)",839
"POINT (121607.562367516 487350.13994823)",828
"POINT (121555.123059772 487376.999105855)",840
"POINT (121559.308902519 487374.983700088)",841
"POINT (121562.835862611 487373.549661369)",842
"POINT (121552.875107186 487382.308924895)",843
"POINT (121557.409770161 487380.719854963)",844
"POINT (121576.71115616 487366.456983382)",845
"POINT (121580.974514514 487364.170272992)",846
"POINT (121584.734021425 487362.503687454)",847
"POINT (121587.679614469 487361.069648735)",848
"POINT (121591.090301152 487359.519336607)",849
"POINT (121595.004839276 487357.310141824)",850
"POINT (121561.789401924 487378.549417984)",851
"POINT (121565.742697852 487376.378981004)",852
"POINT (121569.46344696 487374.596122056)",853
"POINT (121572.796618036 487372.890778715)",854
"POINT (121576.439851538 487371.340466586)",855
"POINT (121610.197898134 487355.372251663)",856
"POINT (121612.56212413 487359.519336607)",857
"POINT (121615.93405301 487363.433874731)",858
"POINT (121610.50796056 487368.317357936)",859
"POINT (121606.981000468 487370.487794916)",860
"POINT (121600.663478545 487373.510903566)",861
"POINT (121595.392417308 487376.301465397)",862
"POINT (121590.974027742 487378.433144574)",863
"POINT (121586.36184916 487380.642339357)",864
"POINT (121579.152897763 487383.70420581)",865
"POINT (121573.920594329 487386.649798855)",866
"POINT (121588.648559549 487385.293275742)",867
"POINT (121591.477879184 487384.053026039)",868
"POINT (121595.004839276 487382.425198305)",869
"POINT (121598.764346187 487380.56482375)",870
"POINT (121603.066462344 487378.743207)",871
"POINT (121607.717398729 487375.177489104)",872
"POINT (121621.01132523 487370.17773249)",873
"POINT (121624.034433881 487373.937239401)",874
"POINT (121626.941269122 487377.42544169)",875
"POINT (121607.097273878 487387.657501738)",876
"POINT (121608.104976761 487392.618500549)",877
"POINT (121630.894565049 487382.347682698)",878
"POINT (121635.642395942 487387.579986132)",879
"POINT (121619.984243445 487396.145460641)",880
"POINT (121605.876403076 487403.509443251)",881
"POINT (121600.179006004 487406.183731673)",882
"POINT (121594.597882342 487408.935535701)",883
"POINT (121589.714399138 487411.416035106)",884
"POINT (121585.528556391 487413.315167464)",885
"POINT (121581.614018266 487415.175542018)",886
"POINT (121574.211277853 487423.392196298)",887
"POINT (121593.357632639 487416.183244901)",888
"POINT (121596.574530306 487414.47790156)",889
"POINT (121605.411309438 487409.904480781)",890
"POINT (121618.47268912 487402.966834006)",891
"POINT (121623.162383308 487401.028943846)",892
"POINT (121627.542015071 487399.362358308)",893
"POINT (121535.608505855 487439.70923145)",894
"POINT (121539.251739357 487443.119918132)",895
"POINT (121542.42987922 487446.763151634)",896
"POINT (121545.452987871 487449.631229072)",897
"POINT (121548.708643341 487452.964400148)",898
"POINT (121552.816970481 487456.297571224)",899
"POINT (121555.995110344 487459.475711087)",900
"POINT (121558.47560975 487462.576335344)",901
"POINT (121561.808780826 487465.599443995)",902
"POINT (121564.134249018 487468.312490219)",903
"POINT (121567.389904488 487471.413114476)",904
"POINT (121570.257981926 487474.668769946)",905
"POINT (121574.28879346 487478.932128299)",906
"POINT (121578.242089387 487482.652877407)",907
"POINT (121581.807807283 487486.141079696)",908
"POINT (121584.520853507 487489.164188347)",909
"POINT (121587.311415338 487492.497359423)",910
"POINT (121590.489555202 487496.528170957)",911
"POINT (121594.520366736 487501.101591736)",912
"POINT (121597.310928567 487505.675012515)",913
"POINT (121522.430852764 487445.057808293)",914
"POINT (121518.322525623 487447.07321406)",915
"POINT (121514.911838941 487449.398682253)",916
"POINT (121510.570964981 487451.879181658)",917
"POINT (121506.385122234 487453.972103031)",918
"POINT (121501.656670243 487456.840180469)",919
"POINT (121497.625858709 487451.026509987)",920
"POINT (121505.377419351 487446.763151634)",921
"POINT (121509.71829331 487444.437683442)",922
"POINT (121513.128979993 487442.7323401)",923
"POINT (121516.384635463 487441.104512366)",924
"POINT (121519.640290932 487439.70923145)",925
"POINT (121527.81818741 487434.360654607)",926
"POINT (121522.50836837 487429.593444812)",927
"POINT (121518.942650475 487425.640148884)",928
"POINT (121514.679292121 487421.299274925)",929
"POINT (121510.725996194 487417.268463391)",930
"POINT (121506.385122234 487412.695042612)",931
"POINT (121502.741888733 487408.741746684)",932
"POINT (121500.726482966 487405.951184853)",933
"POINT (121497.935921134 487403.005591809)",934
"POINT (121493.595047175 487399.207327095)",935
"POINT (121490.029329279 487395.796640412)",936
"POINT (121486.153548958 487391.378250846)",937
"POINT (121482.277768637 487386.262220822)",938
"POINT (121478.867081955 487383.859237023)",939
"POINT (121474.293661176 487379.363331851)",940
"POINT (121467.859865843 487373.162083337)",941
"POINT (121450.573885611 487391.533282059)",942
"POINT (121463.053898245 487367.813506494)",943
"POINT (121458.713024285 487363.162570109)",944
"POINT (121455.844946848 487359.519336607)",945
"POINT (121452.589291378 487356.573743563)",946
"POINT (121447.860839386 487352.000322784)",947
"POINT (121443.519965427 487347.194355186)",948
